type,id_1,question_1,id_2,question_2
same_options,tech-en-0412,What does 'RV' mean (Réalité Virtuelle)?,tech-en-0412,What does 'RV' mean (Réalité Virtuelle)?
same_options,tech-en-0414,What is 'un e-mail' in official French?,tech-en-0414,What is 'un e-mail' in official French?
same_options,tech-en-0421,What is 'le codage binaire'?,tech-en-0421,What is 'le codage binaire'?
same_options,tech-en-0422,What is 'la domotique'?,tech-en-0422,What is 'la domotique'?
same_options,tech-en-0423,Which material is 'isolant'?,tech-en-0423,Which material is 'isolant'?
same_options,tech-en-0425,What is 'un smartphone'?,tech-en-0425,What is 'un smartphone'?
same_options,tech-en-0430,What is 'un moteur de recherche'?,tech-en-0430,What is 'un moteur de recherche'?
same_options,tech-en-0433,What is 'la cybersécurité'?,tech-en-0433,What is 'la cybersécurité'?
same_options,tech-en-0435,What is 'un octet' in English?,tech-en-0435,What is 'un octet' in English?
same_options,tech-en-0438,Which of these is 'une tablette'?,tech-en-0438,Which of these is 'une tablette'?
same_options,tech-en-0442,Which word means 'to refresh' a page?,tech-en-0442,Which word means 'to refresh' a page?
same_options,tech-en-0445,What is 'le matériel informatique'?,tech-en-0445,What is 'le matériel informatique'?
same_options,tech-en-0446,What is 'un serveur'?,tech-en-0446,What is 'un serveur'?
same_options,tech-en-0447,What is 'la programmation'?,tech-en-0447,What is 'la programmation'?
same_options,tech-en-0449,Which word means 'to charge'?,tech-en-0449,Which word means 'to charge'?
same_options,tech-en-0451,Identify 'un ordinateur'.,tech-en-0451,Identify 'un ordinateur'.
same_options,tech-en-0457,What is 'un algorithme'?,tech-en-0457,What is 'un algorithme'?
same_options,tech-en-0458,What is 'le stockage'?,tech-en-0458,What is 'le stockage'?
same_options,tech-en-0491,What is 'une application'?,tech-en-0491,What is 'une application'?
same_options,tech-en-0018,"When you want to save a document in French, you click on ___.",tech-en-0502,"To save your work, you look for the button labeled '___'."
same_options,tech-en-0341,What is 'un smartphone'?,tech-en-0532,Identify 'un smartphone'.
same_options,tech-en-0361,What is 'un écran tactile'?,tech-en-0538,Identify 'un écran tactile'.
same_options,tech-en-0445,What is 'le matériel informatique'?,tech-en-0545,What is 'le matériel' in computing?
same_options,tech-en-0394,What is 'le codage'?,tech-en-0546,What is 'la programmation'?
same_options,tech-en-0414,What is 'un e-mail' in official French?,tech-en-0551,What is 'un e-mail'?
same_options,tech-en-0364,What is 'un site web'?,tech-en-0553,What is 'un site web'?
same_options,tech-en-0382,What is 'le binaire'?,tech-en-0558,Identify 'le binaire'.
same_options,tech-en-0292,What is 'un dossier'?,tech-en-0567,Identify 'un fichier'.
same_options,tech-en-0294,What is 'le nuage'?,tech-en-0569,What is 'le cloud'?
same_options,tech-en-0393,What is 'la cybersécurité'?,tech-en-0572,What is 'la cybersécurité'?
same_options,tech-en-0287,What is 'une souris'?,tech-en-0574,Identify 'un écran'.
same_options,tech-en-0377,What is 'un courriel'?,tech-en-0577,What is 'un courriel'?
same_options,tech-en-0379,What is 'une clé USB'?,tech-en-0578,Identify 'une clé USB'.
same_options,tech-en-0296,Which of these is 'un octet'?,tech-en-0583,What is 'un octet'?
same_options,tech-en-0384,What is 'le nuage'?,tech-en-0584,Identify 'le nuage'.
same_options,tech-en-0386,"To see, you look at '___'.",tech-en-0587,"To see, look at '___'."
same_options,tech-en-0341,What is 'un smartphone'?,tech-en-0589,What is 'un smartphone'?
same_options,tech-en-0299,"To use a tablet, you use your '___'.",tech-en-0590,Use your '___' on a tablet.
same_options,tech-en-0289,What is 'un site web'?,tech-en-0591,Identify 'un site web'.
same_options,tech-en-0393,What is 'la cybersécurité'?,tech-en-0593,What is 'la cybersécurité'?
same_options,tech-en-0394,What is 'le codage'?,tech-en-0594,What is 'le codage'?
same_options,tech-en-0397,What is 'un e-mail'?,tech-en-0597,What is 'un e-mail'?
same_options,tech-en-0398,"To type, you use 'le ___'.",tech-en-0598,Type with 'le ___'.
same_options,tech-en-0399,What is 'une tablette'?,tech-en-0599,Identify 'une tablette'.
same_options,tech-en-0400,What is 'le Wi-Fi'?,tech-en-0600,What is 'le Wi-Fi'?
